t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
38.576,-0.59743663,-2.14221959,2.298001167,-1.199845567,1.00269093,2.09091785,-0.02148949,-0.01381038,-0.00873244,0.03198751,-0.03925938,0.0168446
38.584,-0.59760593,-2.14232897,2.297931937,-1.199591167,1.00238161,2.09105002,-0.02084143,-0.01353466,-0.00857447,0.03161288,-0.03808013,0.016204
38.592,-0.59777017,-2.14243616,2.297863967,-1.199339787,1.00208149,2.09117721,-0.02022439,-0.01326568,-0.00841964,0.03122998,-0.03695725,0.01559994
38.6,-0.5979296,-2.14254124,2.297797217,-1.199091507,1.00179014,2.09129972,-0.01963838,-0.01300344,-0.00826795,0.0308388,-0.03589076,0.01503241
38.608,-0.59808447,-2.14264424,2.297731667,-1.198846387,1.00150709,2.09141783,-0.01908339,-0.01274793,-0.0081194,0.03043935,-0.03488064,0.01450142
38.616,-0.59823502,-2.14274522,2.297667297,-1.198604497,1.0012319,2.09153184,-0.01855943,-0.01249915,-0.00797399,0.03003162,-0.0339269,0.01400696
38.624,-0.5983815,-2.14284424,2.297604077,-1.198365907,1.00096411,2.09164204,-0.0180665,-0.0122571,-0.00783173,0.02961562,-0.03302954,0.01354904
38.632,-0.59852417,-2.14294135,2.297541987,-1.198130677,1.00070328,2.09174872,-0.01760459,-0.01202179,-0.0076926,0.02919134,-0.03218856,0.01312766
38.64,-0.59866326,-2.14303661,2.297480987,-1.197898867,1.00044894,2.09185218,-0.01717371,-0.01179321,-0.00755661,0.02875879,-0.03140395,0.01274281
38.648,-0.59879903,-2.14313006,2.297421067,-1.197670557,1.00020066,2.0919527,-0.01677386,-0.01157137,-0.00742376,0.02831796,-0.03067572,0.0123945
38.656,-0.59893172,-2.14322177,2.297362197,-1.197445797,0.99995798,2.09205059,-0.01640504,-0.01135626,-0.00729405,0.02786886,-0.03000387,0.01208272
38.664,-0.59906159,-2.14331178,2.297304357,-1.197224677,0.99972045,2.09214612,-0.01606724,-0.01114788,-0.00716749,0.02741149,-0.0293884,0.01180747
38.672,-0.59918888,-2.14340015,2.297247507,-1.197007237,0.99948762,2.0922396,-0.01576047,-0.01094623,-0.00704406,0.02694584,-0.02882931,0.01156877
38.68,-0.59931384,-2.14348694,2.297191647,-1.196793567,0.99925903,2.09233132,-0.01548473,-0.01075132,-0.00692377,0.02647191,-0.02832659,0.01136659
38.688,-0.59943672,-2.14357219,2.297136727,-1.196583707,0.99903424,2.09242157,-0.01524001,-0.01056315,-0.00680663,0.02598971,-0.02788025,0.01120096
38.696,-0.59955777,-2.14365597,2.297082727,-1.196377747,0.9988128,2.09251063,-0.01502632,-0.0103817,-0.00669262,0.02549924,-0.02749029,0.01107186
38.704,-0.59967722,-2.14373832,2.297029627,-1.196175717,0.99859425,2.0925988,-0.01484291,-0.01021136,-0.00658492,0.02501944,-0.02715544,0.01097414
38.712,-0.59979532,-2.14381944,2.296977307,-1.195977157,0.99837818,2.09268623,-0.01468627,-0.01007273,-0.00649842,0.02463983,-0.02686968,0.01088347
38.72,-0.59991227,-2.14389958,2.296925587,-1.195781177,0.9981642,2.09277295,-0.01455593,-0.00996847,-0.00643504,0.0243719,-0.02663224,0.01079672
38.728,-0.60002829,-2.14397902,2.296874287,-1.195586907,0.99795194,2.09285899,-0.01445191,-0.00989857,-0.00639479,0.02421566,-0.02644313,0.0107139
38.736,-0.60014358,-2.14405805,2.296823217,-1.195393437,0.99774099,2.09294438,-0.01437421,-0.00986303,-0.00637766,0.02417111,-0.02630234,0.010635
38.744,-0.60025835,-2.14413692,2.296772187,-1.195199867,0.99753097,2.09302916,-0.01432281,-0.00986186,-0.00638366,0.02423824,-0.02620988,0.01056001
38.752,-0.60037281,-2.14421593,2.296721017,-1.195005327,0.9973215,2.09311335,-0.01429773,-0.00989506,-0.00641278,0.02441707,-0.02616573,0.01048895
38.76,-0.60048718,-2.14429534,2.296669517,-1.194808897,0.99711219,2.09319699,-0.01429896,-0.00996262,-0.00646503,0.02470758,-0.02616992,0.01042181
38.768,-0.60060166,-2.14437542,2.296617507,-1.194609707,0.99690265,2.09328011,-0.0143265,-0.01006454,-0.0065404,0.02510977,-0.02622242,0.0103586
38.776,-0.60071647,-2.14445646,2.296564807,-1.194406847,0.9966925,2.09336274,-0.01438035,-0.01020083,-0.0066389,0.02562366,-0.02632325,0.0102993
38.784,-0.60083182,-2.14453873,2.296511227,-1.194199427,0.99648135,2.09344491,-0.01446052,-0.01037149,-0.00676052,0.02624923,-0.0264724,0.01024393
38.792,-0.60094791,-2.1446225,2.296456577,-1.193986557,0.99626881,2.09352666,-0.01456699,-0.01057651,-0.00690526,0.02698649,-0.02666988,0.01019247
38.8,-0.60106496,-2.14470804,2.296400677,-1.193767347,0.9960545,2.093608,-0.01469978,-0.01081589,-0.00707313,0.02783544,-0.02691568,0.01014494
38.808,-0.60118318,-2.14479564,2.296343347,-1.193540897,0.99583803,2.09368899,-0.01485888,-0.01108964,-0.00726412,0.02879607,-0.0272098,0.01010133
38.816,-0.60130277,-2.14488557,2.296284397,-1.193306307,0.99561902,2.09376964,-0.0150443,-0.01139776,-0.00747824,0.02986839,-0.02755224,0.01006164
38.824,-0.60142396,-2.1449781,2.296223637,-1.193062707,0.99539707,2.09384998,-0.01525602,-0.01174024,-0.00771548,0.0310524,-0.02794301,0.01002588
38.832,-0.60154694,-2.1450735,2.296160887,-1.192809177,0.9951718,2.09393006,-0.01549406,-0.01211708,-0.00797585,0.03234809,-0.02838211,0.00999403
38.84,-0.60167193,-2.14517206,2.296095957,-1.192544837,0.99494283,2.0940099,-0.01575841,-0.01252829,-0.00825934,0.03375547,-0.02886952,0.00996611
38.848,-0.60179915,-2.14527405,2.296028677,-1.192268787,0.99470976,2.09408953,-0.01604908,-0.01297386,-0.00856595,0.03527454,-0.02940526,0.00994211
38.856,-0.60192878,-2.14537972,2.295958847,-1.191980177,0.99447223,2.09416898,-0.01636038,-0.01344595,-0.0088905,0.0368797,-0.02997893,0.00992148
38.864,-0.60206088,-2.14548913,2.295886457,-1.191678897,0.99423016,2.09424827,-0.01666055,-0.0139005,-0.00920385,0.03842733,-0.0305322,0.00990115
38.872,-0.60219531,-2.14560207,2.295811627,-1.191365557,0.99398379,2.0943274,-0.01694463,-0.01433066,-0.00950147,0.03989511,-0.03105601,0.00988064
38.88,-0.60233195,-2.14571835,2.295734477,-1.191040787,0.99373335,2.09440636,-0.01721263,-0.01473643,-0.00978337,0.04128304,-0.03155036,0.00985996
38.888,-0.60247067,-2.14583779,2.295655137,-1.190705237,0.99347906,2.09448516,-0.01746454,-0.01511782,-0.01004954,0.04259111,-0.03201525,0.00983909
38.896,-0.60261134,-2.14596017,2.295573727,-1.190359547,0.99322118,2.09456379,-0.01770037,-0.01547482,-0.01029999,0.04381933,-0.03245067,0.00981804
38.904,-0.60275383,-2.14608532,2.295490377,-1.190004347,0.99295993,2.09464225,-0.01792012,-0.01580743,-0.01053471,0.04496769,-0.03285663,0.00979682
38.912,-0.60289802,-2.14621303,2.295405217,-1.189640277,0.99269555,2.09472053,-0.01812378,-0.01611565,-0.01075371,0.0460362,-0.03323313,0.00977541
38.92,-0.60304377,-2.1463431,2.295318357,-1.189267977,0.99242828,2.09479865,-0.01831135,-0.01639949,-0.01095698,0.04702485,-0.03358017,0.00975383
38.928,-0.60319095,-2.14647535,2.295229947,-1.188888087,0.99215835,2.0948766,-0.01848284,-0.01665894,-0.01114452,0.04793365,-0.03389775,0.00973207
38.936,-0.60333945,-2.14660958,2.295140087,-1.188501247,0.99188599,2.09495436,-0.01863825,-0.016894,-0.01131634,0.04876259,-0.03418586,0.00971013
38.944,-0.60348912,-2.14674559,2.295048927,-1.188108097,0.99161145,2.09503196,-0.01877757,-0.01710467,-0.01147243,0.04951168,-0.03444451,0.00968801
38.952,-0.60363985,-2.14688319,2.294956577,-1.187709277,0.99133496,2.09510937,-0.01890081,-0.01729096,-0.01161279,0.05018091,-0.03467369,0.00966571
38.96,-0.60379149,-2.14702218,2.294863167,-1.187305417,0.99105675,2.09518661,-0.01900796,-0.01745285,-0.01173743,0.05077029,-0.03487342,0.00964323
38.968,-0.60394393,-2.14716237,2.294768817,-1.186897167,0.99077707,2.09526366,-0.01909903,-0.01759037,-0.01184634,0.05127981,-0.03504368,0.00962057
38.976,-0.60409703,-2.14730356,2.294673667,-1.186485157,0.99049613,2.09534054,-0.01917401,-0.01770349,-0.01193953,0.05170948,-0.03518448,0.00959774
38.984,-0.60425067,-2.14744556,2.294577827,-1.186070027,0.99021419,2.09541723,-0.01923291,-0.01779222,-0.01201699,0.0520593,-0.03529582,0.00957472
38.992,-0.60440472,-2.14758817,2.294481437,-1.185652417,0.98993148,2.09549373,-0.01927573,-0.01785657,-0.01207872,0.05232926,-0.0353777,0.00955153
39,-0.60455904,-2.1477312,2.294384607,-1.185232977,0.98964823,2.09557005,-0.01930246,-0.01789653,-0.01212473,0.05251936,-0.03543011,0.00952815
39.008,-0.60471351,-2.14787445,2.294287477,-1.184812317,0.98936468,2.09564618,-0.01931282,-0.0179129,-0.01215539,0.05263262,-0.03545253,0.0095037
39.016,-0.604868,-2.14801776,2.294190157,-1.184390997,0.98908108,2.09572209,-0.01930495,-0.01791098,-0.01217321,0.05268923,-0.03544138,0.00947212
39.024,-0.60502234,-2.14816098,2.294092737,-1.183969437,0.9887977,2.09579771,-0.01927849,-0.01789179,-0.01217866,0.05269297,-0.035396,0.0094323
39.032,-0.6051764,-2.14830398,2.293995327,-1.183548047,0.98851483,2.09587298,-0.01923345,-0.0178553,-0.01217174,0.05264382,-0.03531639,0.00938422
39.04,-0.60533003,-2.14844662,2.293898027,-1.183127277,0.98823273,2.09594784,-0.01916982,-0.01780154,-0.01215245,0.05254179,-0.03520255,0.0093279
39.048,-0.60548307,-2.14858876,2.293800927,-1.182707527,0.98795168,2.09602221,-0.0190876,-0.01773048,-0.01212079,0.05238689,-0.03505448,0.00926332
39.056,-0.60563538,-2.14873026,2.293704127,-1.182289227,0.98767195,2.09609603,-0.0189868,-0.01764214,-0.01207676,0.0521791,-0.03487217,0.0091905
39.064,-0.60578681,-2.14887099,2.293607727,-1.181872797,0.98739382,2.09616923,-0.01886741,-0.01753652,-0.01202036,0.05191844,-0.03465564,0.00910943
39.072,-0.60593721,-2.1490108,2.293511837,-1.181458667,0.98711755,2.09624176,-0.01872943,-0.01741361,-0.0119516,0.05160489,-0.03440487,0.0090201
39.08,-0.60608643,-2.14914956,2.293416537,-1.181047257,0.98684343,2.09631353,-0.01857287,-0.01727341,-0.01187046,0.05123847,-0.03411988,0.00892253
39.088,-0.60623433,-2.14928713,2.293321937,-1.180638997,0.98657173,2.0963845,-0.01839772,-0.01711593,-0.01177696,0.05081916,-0.03380065,0.00881671
39.096,-0.60638075,-2.14942337,2.293228137,-1.180234297,0.98630271,2.09645458,-0.01820399,-0.01694116,-0.01167108,0.05034698,-0.03344719,0.00870264
39.104,-0.60652554,-2.14955814,2.293135237,-1.179833587,0.98603666,2.09652372,-0.01799166,-0.0167491,-0.01155284,0.04982191,-0.0330595,0.00858032
39.112,-0.60666856,-2.14969131,2.293043327,-1.179437287,0.98577385,2.09659184,-0.01776076,-0.01653977,-0.01142222,0.04924397,-0.03263757,0.00844975
39.12,-0.60680966,-2.14982273,2.292952517,-1.179045817,0.98551455,2.09665889,-0.01751126,-0.01631314,-0.01127924,0.04861314,-0.03218142,0.00831093
39.128,-0.60694869,-2.14995227,2.292862887,-1.178659617,0.98525904,2.0967248,-0.01724318,-0.01606923,-0.01112389,0.04792944,-0.03169104,0.00816386
39.136,-0.60708551,-2.15007979,2.292774567,-1.178279087,0.98500759,2.09678949,-0.01695651,-0.01580803,-0.01095616,0.04719285,-0.03116642,0.00800855
39.144,-0.60721995,-2.15020516,2.292687627,-1.177904667,0.98476047,2.09685291,-0.01665126,-0.01552955,-0.01077607,0.04640338,-0.03060757,0.00784498
39.152,-0.60735188,-2.15032822,2.292602177,-1.177536777,0.98451796,2.09691499,-0.01632742,-0.01523378,-0.01058361,0.04556104,-0.03001449,0.00767316
39.16,-0.60748114,-2.15044885,2.292518317,-1.177175827,0.98428032,2.09697566,-0.01598775,-0.01492397,-0.01038106,0.04467636,-0.02939226,0.00749371
39.168,-0.6076077,-2.15056704,2.292436057,-1.176821817,0.98404764,2.09703488,-0.0156548,-0.01462652,-0.01018702,0.04383545,-0.02878233,0.00731158
39.176,-0.60773165,-2.15068293,2.292355297,-1.176474287,0.98381975,2.09709264,-0.01533353,-0.01434726,-0.01000559,0.04305731,-0.02819385,0.0071279
39.184,-0.60785307,-2.15079665,2.292275927,-1.176132737,0.98359648,2.09714892,-0.01502394,-0.0140862,-0.00983677,0.04234193,-0.02762682,0.00694264
39.192,-0.60797206,-2.15090835,2.292197867,-1.175796647,0.98337766,2.09720372,-0.01472604,-0.01384333,-0.00968057,0.04168931,-0.02708123,0.00675582
39.2,-0.60808872,-2.15101819,2.292121007,-1.175465537,0.98316312,2.09725701,-0.01443982,-0.01361865,-0.00953698,0.04109946,-0.0265571,0.00656743
39.208,-0.60820313,-2.1511263,2.292045247,-1.175138897,0.98295269,2.09730879,-0.01416528,-0.01341217,-0.009406,0.04057237,-0.02605441,0.00637747
39.216,-0.60831539,-2.15123283,2.291970477,-1.174816217,0.9827462,2.09735905,-0.01390243,-0.01322388,-0.00928763,0.04010805,-0.02557317,0.00618595
39.224,-0.6084256,-2.15133793,2.291896607,-1.174496997,0.98254346,2.09740776,-0.01365126,-0.01305378,-0.00918188,0.03970648,-0.02511337,0.00599285
39.232,-0.60853385,-2.15144174,2.291823537,-1.174180737,0.98234433,2.09745493,-0.01341177,-0.01290188,-0.00908874,0.03936768,-0.02467503,0.0057982
39.24,-0.60864022,-2.15154441,2.291751157,-1.173866947,0.98214861,2.09750053,-0.01318396,-0.01276817,-0.00900821,0.03909165,-0.02425813,0.00560197
39.248,-0.60874482,-2.15164608,2.291679367,-1.173555107,0.98195614,2.09754456,-0.01296784,-0.01265265,-0.0089403,0.03887838,-0.02386268,0.00540418
39.256,-0.60884774,-2.1517469,2.291608077,-1.173244727,0.98176675,2.09758699,-0.0127634,-0.01255533,-0.008885,0.03872787,-0.02348867,0.00520481
39.264,-0.60894907,-2.15184702,2.291537177,-1.172935297,0.98158026,2.09762783,-0.01257065,-0.0124762,-0.00884231,0.03864012,-0.02313612,0.00500389
39.272,-0.6090489,-2.15194657,2.291466567,-1.172626317,0.98139651,2.09766705,-0.01238958,-0.01241526,-0.00881223,0.03861514,-0.02280501,0.00480139
39.28,-0.60914733,-2.15204571,2.291396147,-1.172317287,0.98121532,2.09770465,-0.01222019,-0.01237252,-0.00879477,0.03865292,-0.02249535,0.00459733
39.288,-0.60924445,-2.15214458,2.291325817,-1.172007697,0.98103653,2.09774061,-0.01206248,-0.01234797,-0.00878992,0.03875346,-0.02220713,0.0043917
39.296,-0.60934036,-2.15224332,2.291255477,-1.171697067,0.98085995,2.09777491,-0.01191646,-0.01234162,-0.00879768,0.03891677,-0.02194037,0.0041845
39.304,-0.60943515,-2.15234209,2.291185017,-1.171384867,0.98068543,2.09780755,-0.01178212,-0.01235345,-0.00881805,0.03914284,-0.02169505,0.00397574
39.312,-0.60952891,-2.15244103,2.291114357,-1.171070617,0.98051278,2.09783852,-0.01165883,-0.01238158,-0.00884968,0.03942437,-0.02147001,0.00376641
39.32,-0.6096217,-2.15254018,2.291043437,-1.170754147,0.98034189,2.09786784,-0.01154018,-0.01240676,-0.00887884,0.03968765,-0.02125342,0.0035667
39.328,-0.60971356,-2.15263951,2.290972307,-1.170435717,0.98017271,2.09789562,-0.0114245,-0.01242399,-0.00890196,0.03991356,-0.02104223,0.00337924
39.336,-0.6098045,-2.15273895,2.290901017,-1.170115627,0.9800052,2.09792194,-0.0113118,-0.01243329,-0.00891904,0.0401021,-0.02083644,0.00320403
39.344,-0.60989455,-2.15283842,2.290829617,-1.169794177,0.97983931,2.09794692,-0.01120207,-0.01243465,-0.00893009,0.04025326,-0.02063604,0.00304107
39.352,-0.60998374,-2.15293788,2.290758157,-1.169471677,0.97967501,2.09797063,-0.01109531,-0.01242807,-0.00893511,0.04036705,-0.02044103,0.00289035
39.36,-0.61007209,-2.15303725,2.290686677,-1.169148407,0.97951224,2.0979932,-0.01099153,-0.01241356,-0.00893409,0.04044348,-0.02025141,0.00275189
39.368,-0.61015961,-2.15313648,2.290615227,-1.168824677,0.97935097,2.0980147,-0.01089073,-0.0123911,-0.00892704,0.04048252,-0.02006719,0.00262568
39.376,-0.61024635,-2.15323549,2.290543857,-1.168500787,0.97919115,2.09803524,-0.0107929,-0.0123607,-0.00891395,0.0404842,-0.01988836,0.00251172
39.384,-0.61033231,-2.15333423,2.290472617,-1.168177027,0.97903274,2.09805492,-0.01069804,-0.01232237,-0.00889483,0.04044851,-0.01971492,0.00241001
39.392,-0.61041752,-2.15343263,2.290401557,-1.167853707,0.9788757,2.09807383,-0.01060616,-0.01227609,-0.00886967,0.04037544,-0.01954687,0.00232056
39.4,-0.61050201,-2.15353062,2.290330717,-1.167531127,0.97871998,2.09809208,-0.01051725,-0.01222188,-0.00883848,0.040265,-0.01938422,0.00224335
39.408,-0.61058581,-2.15362815,2.290260157,-1.167209567,0.97856553,2.09810976,-0.01043132,-0.01215972,-0.00880126,0.04011719,-0.01922697,0.00217839
39.416,-0.61066892,-2.15372516,2.290189917,-1.166889347,0.97841233,2.09812697,-0.01034836,-0.01208963,-0.008758,0.03993201,-0.0190751,0.00212568
39.424,-0.61075139,-2.15382157,2.290120047,-1.166570757,0.97826032,2.0981438,-0.01026837,-0.0120116,-0.0087087,0.03970945,-0.01892863,0.00208522
39.432,-0.61083322,-2.15391732,2.290050597,-1.166254097,0.97810946,2.09816036,-0.01019136,-0.01192563,-0.00865338,0.03944953,-0.01878755,0.00205702
39.44,-0.61091446,-2.15401236,2.289981607,-1.165939667,0.9779597,2.09817675,-0.01011733,-0.01183172,-0.00859201,0.03915223,-0.01865187,0.00204106
39.448,-0.61099511,-2.15410661,2.289913137,-1.165627757,0.97781101,2.09819305,-0.01004627,-0.01172987,-0.00852462,0.03881756,-0.01852158,0.00203735
39.456,-0.61107521,-2.15420001,2.289845227,-1.165318687,0.97766334,2.09820938,-0.00997818,-0.01162009,-0.00845118,0.03844551,-0.01839668,0.0020459
39.464,-0.61115477,-2.15429251,2.289777937,-1.165012727,0.97751665,2.09822582,-0.00991332,-0.01150411,-0.00837304,0.03804339,-0.01827764,0.00206522
39.472,-0.61123384,-2.15438413,2.289711227,-1.164709797,0.97737087,2.09824239,-0.00985487,-0.01140428,-0.00830709,0.03770405,-0.01817049,0.00207658
39.48,-0.61131247,-2.15447504,2.289644977,-1.164409217,0.97722589,2.09825901,-0.00980381,-0.01132738,-0.00825846,0.03745572,-0.01807705,0.00207429
39.488,-0.61139072,-2.15456543,2.289579047,-1.164110257,0.9770816,2.09827555,-0.00976013,-0.0112734,-0.00822714,0.03729841,-0.01799733,0.00205834
39.496,-0.61146865,-2.15465548,2.289513297,-1.163812197,0.97693789,2.0982919,-0.00972383,-0.01124235,-0.00821315,0.03723211,-0.01793131,0.00202873
39.504,-0.61154632,-2.15474537,2.289447587,-1.163514307,0.97679466,2.09830797,-0.00969492,-0.01123424,-0.00821648,0.03725682,-0.01787901,0.00198547
39.512,-0.61162379,-2.15483528,2.289381787,-1.163215847,0.97665179,2.09832363,-0.00967339,-0.01124905,-0.00823713,0.03737254,-0.01784042,0.00192855
39.52,-0.61170111,-2.15492541,2.289315747,-1.162916097,0.97650918,2.09833879,-0.00965924,-0.01128678,-0.0082751,0.03757928,-0.01781554,0.00185797
39.528,-0.61177835,-2.15501593,2.289249337,-1.162614337,0.97636671,2.09835333,-0.00965247,-0.01134745,-0.00833039,0.03787702,-0.01780437,0.00177374
39.536,-0.61185557,-2.15510703,2.289182417,-1.162309827,0.97622427,2.09836713,-0.00965309,-0.01143104,-0.008403,0.03826578,-0.01780691,0.00167585
39.544,-0.61193282,-2.15519889,2.289114837,-1.162001847,0.97608176,2.0983801,-0.0096611,-0.01153757,-0.00849293,0.03874555,-0.01782317,0.0015643
39.552,-0.61201017,-2.15529169,2.289046477,-1.161689657,0.97593906,2.09839213,-0.00967648,-0.01166702,-0.00860019,0.03931634,-0.01785313,0.0014391
39.56,-0.61208767,-2.15538563,2.288977197,-1.161372537,0.97579607,2.09840309,-0.00969925,-0.0118194,-0.00872476,0.03997814,-0.01789681,0.00130024
39.568,-0.61216538,-2.15548087,2.288906837,-1.161049767,0.97565268,2.09841289,-0.0097294,-0.0119947,-0.00886665,0.04073095,-0.0179542,0.00114772
39.576,-0.61224336,-2.1555776,2.288835277,-1.160720597,0.97550877,2.09842142,-0.00976694,-0.01219294,-0.00902587,0.04157477,-0.0180253,0.00098155
39.584,-0.61232167,-2.15567601,2.288762377,-1.160384327,0.97536424,2.09842856,-0.00981186,-0.0124141,-0.0092024,0.0425096,-0.01811011,0.00080172
39.592,-0.61240037,-2.15577629,2.288687997,-1.160040207,0.97521897,2.09843421,-0.00986416,-0.0126582,-0.00939626,0.04353545,-0.01820864,0.00060824
39.6,-0.61247951,-2.15587861,2.288611987,-1.159687517,0.97507286,2.09843826,-0.00992385,-0.01292522,-0.00960744,0.0446523,-0.01832088,0.0004011
39.608,-0.61255917,-2.15598315,2.288534227,-1.159325527,0.9749258,2.09844059,-0.00999091,-0.01321517,-0.00983594,0.04586018,-0.01844682,0.0001803
39.616,-0.61263939,-2.15609011,2.288454567,-1.158953517,0.97477768,2.09844111,-0.0100648,-0.0135262,-0.01008038,0.04715178,-0.01858542,-0.00005305
39.624,-0.61272019,-2.15619954,2.288372967,-1.158571227,0.97462845,2.09843976,-0.01013602,-0.0138278,-0.01031799,0.04840643,-0.01871909,-0.00028064
39.632,-0.61280155,-2.1563113,2.288289527,-1.158179227,0.9744782,2.09843665,-0.01020123,-0.01410912,-0.01054069,0.04958131,-0.01884158,-0.00049596
39.64,-0.6128834,-2.15642523,2.288204357,-1.157778137,0.97432702,2.09843186,-0.01026043,-0.01437017,-0.01074848,0.05067641,-0.0189529,-0.00069902
39.648,-0.6129657,-2.15654117,2.288117587,-1.157368617,0.97417499,2.0984255,-0.01031362,-0.01461095,-0.01094134,0.05169174,-0.01905305,-0.00088982
39.656,-0.6130484,-2.15665895,2.288029337,-1.156951287,0.9740222,2.09841766,-0.01036079,-0.01483146,-0.0111193,0.05262729,-0.01914202,-0.00106835
39.664,-0.61313146,-2.15677842,2.287939717,-1.156526787,0.97386874,2.09840844,-0.01040194,-0.0150317,-0.01128234,0.05348306,-0.01921982,-0.00123462
39.672,-0.61321482,-2.1568994,2.287848857,-1.156095767,0.97371471,2.09839794,-0.01043708,-0.01521167,-0.01143046,0.05425907,-0.01928645,-0.00138862
