t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
37.24,-0.5550816,-2.12847761,2.305196367,-1.208251737,1.07927532,2.0468941,-0.02942774,-0.00272962,-0.0000571,-0.02039212,-0.05272762,0.034788
37.248,-0.55531635,-2.12850019,2.305195367,-1.208411347,1.07885467,2.04717111,-0.02927376,-0.00291593,-0.00019214,-0.01952787,-0.05245862,0.03448119
37.256,-0.55555019,-2.12852425,2.305193317,-1.208564467,1.0784356,2.04744608,-0.02919983,-0.00309617,-0.00031865,-0.01877052,-0.05233294,0.03427864
37.264,-0.55578376,-2.12854972,2.305190287,-1.208711957,1.07801696,2.04771984,-0.02920594,-0.00327033,-0.00043663,-0.01812007,-0.05235059,0.03418033
37.272,-0.5560177,-2.12857656,2.305186357,-1.208854667,1.07759761,2.04799324,-0.02929209,-0.00343841,-0.00054609,-0.01757653,-0.05251158,0.03418627
37.28,-0.55625265,-2.12860472,2.305181577,-1.208993467,1.07717639,2.0482671,-0.02945829,-0.00360042,-0.00064701,-0.01713989,-0.0528159,0.03429646
37.288,-0.55648925,-2.12863415,2.305176027,-1.209129197,1.07675217,2.04854226,-0.02970453,-0.00375636,-0.0007394,-0.01681015,-0.05326354,0.0345109
37.296,-0.55672814,-2.1286648,2.305169767,-1.209262717,1.07632379,2.04881955,-0.03003082,-0.00390622,-0.00082326,-0.01658732,-0.05385452,0.03482958
37.304,-0.55696995,-2.12869663,2.305162877,-1.209394877,1.07589012,2.04909981,-0.03043715,-0.00405001,-0.0008986,-0.01647139,-0.05458883,0.03525251
37.312,-0.55721534,-2.12872959,2.305155417,-1.209526537,1.07544999,2.04938387,-0.03092353,-0.00418773,-0.0009654,-0.01646236,-0.05546648,0.03577969
37.32,-0.55746494,-2.12876362,2.305147447,-1.209658557,1.07500227,2.04967257,-0.03148995,-0.00431937,-0.00102368,-0.01656023,-0.05648745,0.03641112
37.328,-0.5577194,-2.12879868,2.305139057,-1.209791787,1.07454581,2.04996673,-0.03213641,-0.00444494,-0.00107342,-0.01676501,-0.05765176,0.0371468
37.336,-0.5579792,-2.12883472,2.305130287,-1.209926927,1.07407971,2.05026702,-0.03280817,-0.00456499,-0.00111833,-0.0170173,-0.05886142,0.0379183
37.344,-0.55824423,-2.12887171,2.305121167,-1.210064007,1.0736042,2.05057331,-0.03344301,-0.00468017,-0.00116259,-0.01724963,-0.06000513,0.03864791
37.352,-0.55851419,-2.12890959,2.305111687,-1.210202867,1.07311981,2.05088527,-0.03404088,-0.00479046,-0.00120621,-0.01746194,-0.06108277,0.03933554
37.36,-0.55878878,-2.12894834,2.305101867,-1.210343347,1.07262705,2.05120257,-0.03460178,-0.00489587,-0.00124919,-0.01765423,-0.06209435,0.0399812
37.368,-0.55906772,-2.12898791,2.305091707,-1.210485287,1.07212647,2.05152486,-0.0351257,-0.0049964,-0.00129153,-0.01782649,-0.06303987,0.04058488
37.376,-0.5593507,-2.12902827,2.305081207,-1.210628517,1.07161859,2.05185181,-0.03561264,-0.00509205,-0.00133323,-0.01797872,-0.06391932,0.04114659
37.384,-0.55963742,-2.12906937,2.305070377,-1.210772887,1.07110394,2.05218309,-0.03606262,-0.00518283,-0.00137428,-0.01811093,-0.06473271,0.04166632
37.392,-0.5599276,-2.12911118,2.305059217,-1.210918237,1.07058304,2.05251836,-0.03647561,-0.00526872,-0.0014147,-0.01822312,-0.06548004,0.04214407
37.4,-0.56022093,-2.12915366,2.305047737,-1.211064407,1.07005643,2.05285728,-0.03685164,-0.00534973,-0.00145447,-0.01831528,-0.0661613,0.04257985
37.408,-0.56051713,-2.12919676,2.305035947,-1.211211237,1.06952464,2.05319953,-0.03719069,-0.00542586,-0.00149361,-0.01838742,-0.0667765,0.04297365
37.416,-0.56081589,-2.12924046,2.305023847,-1.211358557,1.06898819,2.05354475,-0.03749276,-0.00549711,-0.0015321,-0.01843953,-0.06732563,0.04332547
37.424,-0.56111691,-2.12928471,2.305011437,-1.211506207,1.06844761,2.05389262,-0.03775786,-0.00556348,-0.00156995,-0.01847162,-0.0678087,0.04363532
37.432,-0.56141991,-2.12932946,2.304998727,-1.211654047,1.06790342,2.0542428,-0.03798599,-0.00562497,-0.00160716,-0.01848368,-0.06822571,0.0439032
37.44,-0.56172459,-2.12937469,2.304985727,-1.211801897,1.06735617,2.05459496,-0.03817714,-0.00568158,-0.00164373,-0.01847572,-0.06857665,0.0441291
37.448,-0.56203065,-2.12942035,2.304972427,-1.211949607,1.06680637,2.05494876,-0.03833132,-0.00573331,-0.00167966,-0.01844774,-0.06886153,0.04431302
37.456,-0.56233779,-2.12946641,2.304958847,-1.212097007,1.06625456,2.05530386,-0.03844852,-0.00578016,-0.00171495,-0.01839973,-0.06908034,0.04445496
37.464,-0.56264573,-2.12951282,2.304944997,-1.212243947,1.06570126,2.05565993,-0.03852875,-0.00582213,-0.00174959,-0.01833169,-0.06923309,0.04455493
37.472,-0.56295415,-2.12955955,2.304930857,-1.212390257,1.06514701,2.05601662,-0.038572,-0.00585922,-0.0017836,-0.01824363,-0.06931978,0.04461293
37.48,-0.56326278,-2.12960656,2.304916457,-1.212535787,1.06459232,2.05637362,-0.03857828,-0.00589143,-0.00181696,-0.01813555,-0.0693404,0.04462895
37.488,-0.56357132,-2.1296538,2.304901787,-1.212680387,1.06403772,2.05673059,-0.03855284,-0.00591891,-0.00184907,-0.01801222,-0.06930411,0.04460857
37.496,-0.56387956,-2.12970125,2.304886877,-1.212823967,1.06348358,2.05708728,-0.03850273,-0.00594185,-0.00187909,-0.01788008,-0.06922321,0.04455928
37.504,-0.5641873,-2.12974886,2.304871727,-1.212966447,1.06293026,2.05744346,-0.038428,-0.00596026,-0.00190702,-0.01773915,-0.06909776,0.04448114
37.512,-0.56449434,-2.1297966,2.304856367,-1.213107767,1.06237813,2.0577989,-0.03832864,-0.00597413,-0.00193287,-0.01758943,-0.06892776,0.04437413
37.52,-0.56480049,-2.12984443,2.304840807,-1.213247857,1.06182754,2.05815337,-0.03820465,-0.00598347,-0.00195662,-0.01743093,-0.06871321,0.04423825
37.528,-0.56510555,-2.12989232,2.304825067,-1.213386637,1.06127884,2.05850664,-0.03805603,-0.00598828,-0.00197829,-0.01726364,-0.06845411,0.04407351
37.536,-0.56540932,-2.12994023,2.304809167,-1.213524047,1.06073239,2.05885847,-0.03788279,-0.00598855,-0.00199786,-0.01708757,-0.06815046,0.04387991
37.544,-0.56571161,-2.12998813,2.304793107,-1.213660017,1.06018855,2.05920864,-0.03768492,-0.00598428,-0.00201535,-0.01690271,-0.06780227,0.04365745
37.552,-0.56601222,-2.13003597,2.304776927,-1.213794467,1.05964767,2.05955691,-0.03746243,-0.00597549,-0.00203075,-0.01670907,-0.06740953,0.04340612
37.56,-0.56631094,-2.13008372,2.304760627,-1.213927337,1.05911012,2.05990306,-0.0372153,-0.00596215,-0.00204406,-0.01650665,-0.06697223,0.04312592
37.568,-0.56660759,-2.13013135,2.304744227,-1.214058547,1.05857624,2.06024685,-0.03694355,-0.00594429,-0.00205528,-0.01629544,-0.06649039,0.04281687
37.576,-0.56690197,-2.13017882,2.304727747,-1.214188037,1.05804639,2.06058805,-0.03664718,-0.00592189,-0.00206441,-0.01607544,-0.065964,0.04247895
37.584,-0.56719388,-2.13022609,2.304711197,-1.214315737,1.05752093,2.06092644,-0.03632617,-0.00589496,-0.00207145,-0.01584666,-0.06539307,0.04211216
37.592,-0.56748313,-2.13027313,2.304694607,-1.214441567,1.05700022,2.06126177,-0.03598054,-0.00586349,-0.0020764,-0.01560909,-0.06477758,0.04171651
37.6,-0.56776951,-2.1303199,2.304677987,-1.214565457,1.05648461,2.06159382,-0.03561028,-0.00582749,-0.00207926,-0.01536274,-0.06411755,0.041292
37.608,-0.56805283,-2.13036636,2.304661347,-1.214687347,1.05597446,2.06192236,-0.0352154,-0.00578695,-0.00208004,-0.01510761,-0.06341297,0.04083863
37.616,-0.56833289,-2.13041247,2.304644707,-1.214807157,1.05547012,2.06224716,-0.03479589,-0.00574188,-0.00207872,-0.01484369,-0.06266383,0.04035639
37.624,-0.56860949,-2.13045821,2.304628087,-1.214924817,1.05497195,2.06256799,-0.03435175,-0.00569228,-0.00207532,-0.01457098,-0.06187015,0.03984529
37.632,-0.56888245,-2.13050354,2.304611507,-1.215040267,1.05448032,2.06288461,-0.03388298,-0.00563814,-0.00206983,-0.01428949,-0.06103193,0.03930532
37.64,-0.56915162,-2.13054844,2.304594967,-1.215153377,1.05399545,2.06319686,-0.03341701,-0.00559232,-0.0020692,-0.01397881,-0.06019869,0.03876185
37.648,-0.56941725,-2.13059309,2.304578357,-1.215263767,1.05351691,2.0635049,-0.03299714,-0.0055751,-0.00208444,-0.01360674,-0.05944866,0.0382549
37.656,-0.5696797,-2.13063772,2.304561567,-1.215370927,1.05304404,2.06380903,-0.0326239,-0.00558674,-0.00211568,-0.01317287,-0.05878281,0.03778499
37.664,-0.56993935,-2.13068256,2.304544467,-1.215474367,1.05257616,2.06410956,-0.03229729,-0.00562723,-0.00216292,-0.01267719,-0.05820115,0.0373521
37.672,-0.57019658,-2.13072783,2.304526917,-1.215573597,1.0521126,2.06440677,-0.03201732,-0.00569659,-0.00222616,-0.01211973,-0.05770366,0.03695624
37.68,-0.57045175,-2.13077378,2.304508807,-1.215668117,1.05165268,2.06470096,-0.03178399,-0.0057948,-0.00230539,-0.01150046,-0.05729035,0.0365974
37.688,-0.57070525,-2.13082063,2.304489987,-1.215757437,1.05119573,2.06499242,-0.03159728,-0.00592186,-0.00240062,-0.0108194,-0.05696122,0.0362756
37.696,-0.57095744,-2.13086861,2.304470347,-1.215841057,1.05074108,2.06528146,-0.03145722,-0.00607778,-0.00251185,-0.01007654,-0.05671628,0.03599082
37.704,-0.57120869,-2.13091795,2.304449757,-1.215918497,1.05028805,2.06556838,-0.03136378,-0.00626256,-0.00263908,-0.00927188,-0.05655551,0.03574306
37.712,-0.57145938,-2.13096888,2.304428087,-1.215989247,1.04983596,2.06585345,-0.03131698,-0.0064762,-0.00278231,-0.00840543,-0.05647892,0.03553234
37.72,-0.57170988,-2.13102165,2.304405197,-1.216052817,1.04938416,2.06613699,-0.03131681,-0.00671869,-0.00294153,-0.00747717,-0.05648652,0.03535864
37.728,-0.57196057,-2.13107646,2.304380977,-1.216108717,1.04893196,2.06641929,-0.03136328,-0.00699004,-0.00311676,-0.00648712,-0.05657829,0.03522196
37.736,-0.57221182,-2.13113356,2.304355287,-1.216156447,1.04847868,2.06670064,-0.03145638,-0.00729025,-0.00330798,-0.00543527,-0.05675424,0.03512232
37.744,-0.572464,-2.13119318,2.304328007,-1.216195517,1.04802366,2.06698135,-0.03159611,-0.00761931,-0.0035152,-0.00432163,-0.05701437,0.0350597
37.752,-0.57271748,-2.13125555,2.304298997,-1.216225427,1.04756623,2.0672617,-0.03178248,-0.00797723,-0.00373842,-0.00314619,-0.05735869,0.03503411
37.76,-0.57297264,-2.13132089,2.304268147,-1.216245687,1.0471057,2.06754199,-0.03201549,-0.008364,-0.00397763,-0.00190894,-0.05778718,0.03504554
37.768,-0.57322986,-2.13138945,2.304235317,-1.216255807,1.04664141,2.06782252,-0.03229512,-0.00877964,-0.00423285,-0.00060991,-0.05829985,0.03509401
37.776,-0.57348949,-2.13146145,2.304200377,-1.216255287,1.04617268,2.06810359,-0.03262139,-0.00922412,-0.00450406,0.00075093,-0.05889671,0.03517949
37.784,-0.57375192,-2.13153711,2.304163207,-1.216243627,1.04569884,2.06838549,-0.0329943,-0.00969747,-0.00479127,0.00217356,-0.05957774,0.03530201
37.792,-0.57401747,-2.13161664,2.304123707,-1.216220467,1.0452193,2.06866849,-0.03339076,-0.01017869,-0.00508254,0.00360188,-0.06030133,0.03544855
37.8,-0.57428612,-2.13169989,2.304081937,-1.216186267,1.04473411,2.06895267,-0.03376818,-0.01062902,-0.00535581,0.00493224,-0.06099063,0.0355951
37.808,-0.57455771,-2.13178661,2.304038057,-1.216141817,1.04424355,2.06923801,-0.0341256,-0.01104763,-0.0056106,0.00616238,-0.06164394,0.03574113
37.816,-0.57483208,-2.13187656,2.303992217,-1.216087937,1.0437479,2.06952453,-0.03446305,-0.0114345,-0.00584691,0.00729229,-0.06226126,0.03588663
37.824,-0.57510907,-2.13196948,2.303944557,-1.216025407,1.04324746,2.0698122,-0.0347805,-0.01178964,-0.00606474,0.00832198,-0.06284259,0.03603162
37.832,-0.57538851,-2.13206511,2.303895227,-1.215955047,1.04274252,2.07010103,-0.03507796,-0.01211304,-0.00626408,0.00925143,-0.06338793,0.03617609
37.84,-0.57567026,-2.13216321,2.303844387,-1.215877657,1.04223335,2.07039102,-0.03535544,-0.01240472,-0.00644494,0.01008066,-0.06389729,0.03632003
37.848,-0.57595415,-2.13226351,2.303792157,-1.215794027,1.04172026,2.07068215,-0.03561294,-0.01266466,-0.00660732,0.01080965,-0.06437066,0.03646346
37.856,-0.57624001,-2.13236576,2.303738717,-1.215704967,1.04120352,2.07097443,-0.03585044,-0.01289286,-0.00675122,0.01143842,-0.06480804,0.03660637
37.864,-0.5765277,-2.13246971,2.303684187,-1.215611277,1.04068342,2.07126785,-0.03606796,-0.01308934,-0.00687663,0.01196696,-0.06520943,0.03674875
37.872,-0.57681705,-2.1325751,2.303628737,-1.215513767,1.04016026,2.07156241,-0.03626549,-0.01325408,-0.00698356,0.01239528,-0.06557483,0.03689062
37.88,-0.57710789,-2.13268169,2.303572507,-1.215413217,1.03963432,2.0718581,-0.03644303,-0.01338709,-0.00707201,0.01272336,-0.06590424,0.03703196
37.888,-0.57740008,-2.13278921,2.303515637,-1.215310457,1.03910589,2.07215492,-0.03660059,-0.01348836,-0.00714198,0.01295122,-0.06619767,0.03717279
37.896,-0.57769345,-2.13289742,2.303458277,-1.215206267,1.03857526,2.07245286,-0.03673816,-0.0135579,-0.00719347,0.01307885,-0.06645511,0.0373131
37.904,-0.57798784,-2.13300605,2.303400587,-1.215101457,1.03804271,2.07275193,-0.03685574,-0.01359571,-0.00722647,0.01310625,-0.06667656,0.03745288
37.912,-0.57828309,-2.13311486,2.303342707,-1.214996837,1.03750853,2.07305211,-0.03695333,-0.01360179,-0.007241,0.01303342,-0.06686202,0.03759215
37.92,-0.57857904,-2.1332236,2.303284787,-1.214893197,1.03697301,2.0733534,-0.03703094,-0.01357613,-0.00723704,0.01286037,-0.0670115,0.03773089
37.928,-0.57887553,-2.133332,2.303226967,-1.214791337,1.03643644,2.0736558,-0.03708856,-0.01351874,-0.00721459,0.01258708,-0.06712498,0.03786912
37.936,-0.5791724,-2.13343981,2.303169397,-1.214692067,1.03589911,2.0739593,-0.03712619,-0.01342962,-0.00717367,0.01221357,-0.06720248,0.03800682
37.944,-0.57946948,-2.1335468,2.303112227,-1.214596107,1.03536133,2.07426387,-0.037135,-0.01331678,-0.00711911,0.01177974,-0.0672278,0.03812563
37.952,-0.57976643,-2.13365286,2.303055497,-1.214503517,1.0348237,2.07456916,-0.03709593,-0.01319748,-0.00706138,0.01137157,-0.06716609,0.03818594
37.96,-0.58006288,-2.13375795,2.302999247,-1.214414087,1.03428691,2.07487468,-0.03700835,-0.01307232,-0.00700081,0.01099196,-0.06701615,0.03818643
37.968,-0.58035844,-2.133862,2.302943497,-1.214327567,1.03375167,2.07517998,-0.03687224,-0.01294129,-0.00693742,0.01064093,-0.06677799,0.03812709
37.976,-0.58065271,-2.13396499,2.302888257,-1.214243747,1.03321869,2.07548456,-0.03668762,-0.01280439,-0.0068712,0.01031847,-0.0664516,0.03800791
37.984,-0.58094531,-2.13406686,2.302833567,-1.214162397,1.03268868,2.07578795,-0.03645448,-0.01266163,-0.00680215,0.01002457,-0.066037,0.0378289
37.992,-0.58123585,-2.13416756,2.302779427,-1.214083277,1.03216234,2.07608966,-0.03617283,-0.01251299,-0.00673027,0.00975925,-0.06553417,0.03759007
38,-0.58152395,-2.13426705,2.302725887,-1.214006177,1.03164037,2.07638923,-0.03584265,-0.01235849,-0.00665557,0.00952249,-0.06494312,0.0372914
38.008,-0.58180921,-2.13436528,2.302672947,-1.213930847,1.03112348,2.07668616,-0.03546396,-0.01219812,-0.00657804,0.0093143,-0.06426385,0.0369329
38.016,-0.58209124,-2.13446221,2.302620647,-1.213857067,1.03061238,2.07697999,-0.03503675,-0.01203188,-0.00649768,0.00913469,-0.06349635,0.03651457
38.024,-0.58236966,-2.13455778,2.302568997,-1.213784617,1.03010778,2.07727024,-0.03456102,-0.01185977,-0.00641449,0.00898364,-0.06264063,0.03603641
38.032,-0.58264409,-2.13465195,2.302518017,-1.213713257,1.02961037,2.07755642,-0.03403678,-0.0116818,-0.00632848,0.00886117,-0.06169669,0.03549841
38.04,-0.58291412,-2.13474467,2.302467747,-1.213642757,1.02912087,2.07783805,-0.03346402,-0.01149795,-0.00623964,0.00876726,-0.06066453,0.03490059
38.048,-0.58317938,-2.1348359,2.302418197,-1.213572897,1.02863997,2.07811467,-0.03284274,-0.01130824,-0.00614797,0.00870192,-0.05954414,0.03424294
38.056,-0.58343948,-2.13492559,2.302369387,-1.213503457,1.02816839,2.07838578,-0.03217294,-0.01111266,-0.00605347,0.00866516,-0.05833554,0.03352545
38.064,-0.58369402,-2.13501369,2.302321347,-1.213434187,1.02770684,2.07865091,-0.03145462,-0.01091122,-0.00595614,0.00865696,-0.05703871,0.03274814
38.072,-0.58394262,-2.13510015,2.302274097,-1.213364867,1.02725601,2.07890959,-0.03068779,-0.0107039,-0.00585599,0.00867734,-0.05565365,0.03191099
38.08,-0.5841849,-2.13518493,2.302227657,-1.213295267,1.02681662,2.07916133,-0.02987243,-0.01049072,-0.00575301,0.00872628,-0.05418038,0.03101401
38.088,-0.58442045,-2.13526799,2.302182057,-1.213225167,1.02638936,2.07940566,-0.02900856,-0.01027166,-0.0056472,0.00880379,-0.05261888,0.0300572
38.096,-0.58464897,-2.13534929,2.302137297,-1.213154307,1.02597483,2.07964215,-0.02812899,-0.01005851,-0.00554524,0.00892096,-0.05102875,0.02907423
38.104,-0.5848707,-2.13542902,2.302093277,-1.213082247,1.02557256,2.07987101,-0.02731607,-0.00988077,-0.00546391,0.00910562,-0.04955957,0.0281496
38.112,-0.58508621,-2.13550748,2.302049817,-1.213008437,1.02518154,2.08009271,-0.02657376,-0.00973987,-0.005404,0.00935909,-0.04821851,0.02728737
38.12,-0.58529607,-2.13558496,2.302006757,-1.212932317,1.02480072,2.08030777,-0.02590206,-0.00963582,-0.00536552,0.00968139,-0.04700559,0.02648755
38.128,-0.58550083,-2.13566175,2.301963907,-1.212853347,1.0244291,2.08051668,-0.02530098,-0.0095686,-0.00534847,0.01007252,-0.04592079,0.02575013
38.136,-0.58570107,-2.13573815,2.301921117,-1.212770977,1.02406565,2.08071994,-0.02477051,-0.00953822,-0.00535285,0.01053246,-0.04496413,0.02507511
38.144,-0.58589735,-2.13581446,2.301878207,-1.212684647,1.02370934,2.08091805,-0.02431065,-0.00954468,-0.00537865,0.01106123,-0.0441356,0.02446249
38.152,-0.58609023,-2.13589096,2.301835007,-1.212593817,1.02335914,2.08111151,-0.02392141,-0.00958798,-0.00542588,0.01165882,-0.0434352,0.02391228
38.16,-0.58628028,-2.13596796,2.301791337,-1.212497927,1.02301403,2.08130081,-0.02360277,-0.00966812,-0.00549454,0.01232523,-0.04286294,0.02342448
38.168,-0.58646806,-2.13604575,2.301747037,-1.212396427,1.02267299,2.08148646,-0.02335475,-0.00978509,-0.00558463,0.01306047,-0.0424188,0.02299907
38.176,-0.58665415,-2.13612462,2.301701927,-1.212288777,1.02233499,2.08166896,-0.02317734,-0.00993891,-0.00569614,0.01386452,-0.04210279,0.02263607
38.184,-0.58683909,-2.13620487,2.301655837,-1.212174407,1.021999,2.08184881,-0.02307055,-0.01012957,-0.00582908,0.01473741,-0.04191492,0.02233547
38.192,-0.58702346,-2.13628679,2.301608607,-1.212052787,1.02166401,2.0820265,-0.02303437,-0.01035706,-0.00598345,0.01567911,-0.04185517,0.02209728
38.2,-0.58720783,-2.13637068,2.301560047,-1.211923367,1.02132898,2.08220253,-0.0230688,-0.0106214,-0.00615925,0.01668963,-0.04192356,0.02192149
38.208,-0.58739275,-2.13645684,2.301509997,-1.211785577,1.02099289,2.08237741,-0.02317384,-0.01092257,-0.00635647,0.01776898,-0.04212008,0.0218081
38.216,-0.5875788,-2.13654554,2.301458287,-1.211638877,1.02065472,2.08255163,-0.02334949,-0.01126059,-0.00657513,0.01891715,-0.04244473,0.02175711
38.224,-0.58776653,-2.1366371,2.301404737,-1.211482717,1.02031343,2.08272569,-0.02359576,-0.01163544,-0.00681521,0.02013415,-0.04289751,0.02176853
38.232,-0.58795652,-2.13673181,2.301349187,-1.211316547,1.01996801,2.08290009,-0.02391264,-0.01204713,-0.00707671,0.02141996,-0.04347842,0.02184235
38.24,-0.58814932,-2.13682996,2.301291457,-1.211139817,1.01961744,2.08307533,-0.02430013,-0.01249567,-0.00735965,0.0227746,-0.04418747,0.02197858
38.248,-0.58834547,-2.13693181,2.301231387,-1.210952037,1.01926074,2.08325188,-0.02473729,-0.01296636,-0.00765541,0.02416327,-0.04498666,0.02216179
38.256,-0.58854508,-2.13703736,2.301169007,-1.210753397,1.01889772,2.08342992,-0.02516282,-0.01341625,-0.00793882,0.02548417,-0.04576489,0.02234691
38.264,-0.58874803,-2.13714641,2.301104407,-1.210544487,1.01852858,2.08360943,-0.02557277,-0.01384258,-0.00820825,0.02673074,-0.04651497,0.02253101
38.272,-0.5889542,-2.13725878,2.301037707,-1.210325897,1.01815355,2.08379041,-0.02596714,-0.01424535,-0.00846371,0.02790297,-0.04723692,0.0227141
38.28,-0.58916347,-2.13737427,2.300969027,-1.210098237,1.01777287,2.08397285,-0.02634593,-0.01462455,-0.0087052,0.02900087,-0.04793074,0.02289617
38.288,-0.5893757,-2.1374927,2.300898467,-1.209862087,1.01738674,2.08415675,-0.02670914,-0.01498018,-0.00893272,0.03002444,-0.04859641,0.02307724
38.296,-0.58959077,-2.13761389,2.300826137,-1.209618037,1.0169954,2.08434209,-0.02705677,-0.01531225,-0.00914626,0.03097368,-0.04923395,0.02325729
38.304,-0.58980856,-2.13773764,2.300752157,-1.209366707,1.01659907,2.08452886,-0.02738883,-0.01562076,-0.00934583,0.03184858,-0.04984335,0.02343633
38.312,-0.59002895,-2.13786376,2.300676647,-1.209108667,1.01619798,2.08471707,-0.0277053,-0.01590569,-0.00953143,0.03264915,-0.05042461,0.02361436
38.32,-0.59025181,-2.13799207,2.300599697,-1.208844517,1.01579235,2.08490669,-0.02800619,-0.01616707,-0.00970305,0.03337538,-0.05097774,0.02379137
38.328,-0.59047701,-2.13812237,2.300521427,-1.208574857,1.01538241,2.08509773,-0.0282915,-0.01640488,-0.0098607,0.03402728,-0.05150272,0.02396738
38.336,-0.59070443,-2.13825448,2.300441957,-1.208300277,1.01496838,2.08529017,-0.02856124,-0.01661912,-0.01000437,0.03460485,-0.05199957,0.02414237
38.344,-0.59093395,-2.13838821,2.300361397,-1.208021377,1.01455049,2.085484,-0.02881539,-0.0168098,-0.01013408,0.03510809,-0.05246829,0.02431635
38.352,-0.59116543,-2.13852338,2.300279857,-1.207738747,1.01412897,2.08567922,-0.02905397,-0.01697691,-0.01024981,0.03553699,-0.05290886,0.02448932
38.36,-0.59139877,-2.13865978,2.300197437,-1.207452977,1.01370403,2.08587583,-0.02927696,-0.01712046,-0.01035156,0.03589156,-0.0533213,0.02466128
38.368,-0.59163382,-2.13879724,2.300114267,-1.207164677,1.0132759,2.0860738,-0.02948438,-0.01724044,-0.01043935,0.03617179,-0.0537056,0.02483222
38.376,-0.59187048,-2.13893556,2.300030447,-1.206874427,1.01284481,2.08627314,-0.02967621,-0.01733686,-0.01051316,0.0363777,-0.05406176,0.02500215
38.384,-0.5921086,-2.13907457,2.299946097,-1.206582837,1.01241099,2.08647383,-0.02985247,-0.01740971,-0.01057299,0.03650927,-0.05438979,0.02517107
38.392,-0.59234808,-2.13921406,2.299861317,-1.206290477,1.01197465,2.08667587,-0.03001314,-0.017459,-0.01061886,0.0365665,-0.05468967,0.02533898
38.4,-0.59258876,-2.13935385,2.299776227,-1.205997947,1.01153605,2.08687924,-0.03015125,-0.01748602,-0.01065143,0.03656147,-0.05494857,0.0254954
38.408,-0.59283037,-2.13949379,2.299690917,-1.205705547,1.01109571,2.08708367,-0.03024288,-0.0174952,-0.01067305,0.03653543,-0.05512256,0.02560452
38.416,-0.59307252,-2.13963373,2.299605487,-1.205413427,1.01065432,2.08728877,-0.03028605,-0.01748691,-0.01068392,0.0364918,-0.05520797,0.02566334
38.424,-0.59331482,-2.13977353,2.299520007,-1.205121727,1.01021261,2.08749415,-0.03028075,-0.01746116,-0.01068402,0.03643059,-0.05520482,0.02567188
38.432,-0.59355688,-2.13991306,2.299434567,-1.204830587,1.00977128,2.08769939,-0.030227,-0.01741794,-0.01067337,0.0363518,-0.05511309,0.02563014
38.44,-0.59379832,-2.14005217,2.299349267,-1.204540147,1.00933104,2.0879041,-0.03012478,-0.01735725,-0.01065196,0.03625542,-0.05493279,0.02553811
38.448,-0.59403875,-2.14019073,2.299264167,-1.204250547,1.00889259,2.08810787,-0.0299741,-0.01727909,-0.01061979,0.03614147,-0.05466392,0.02539579
38.456,-0.59427777,-2.14032859,2.299179377,-1.203961927,1.00845665,2.0883103,-0.02977496,-0.01718346,-0.01057687,0.03600993,-0.05430648,0.02520318
38.464,-0.59451502,-2.14046562,2.299094967,-1.203674437,1.00802393,2.08851098,-0.02952736,-0.01707037,-0.01052318,0.0358608,-0.05386047,0.02496029
38.472,-0.59475008,-2.14060167,2.299011037,-1.203388197,1.00759512,2.08870953,-0.02923129,-0.01693981,-0.01045874,0.0356941,-0.05332589,0.02466712
38.48,-0.59498259,-2.14073661,2.298927657,-1.203103377,1.00717095,2.08890552,-0.02888676,-0.01679178,-0.01038354,0.03550981,-0.05270274,0.02432365
38.488,-0.59521214,-2.14087029,2.298844927,-1.202820087,1.00675211,2.08909857,-0.02849377,-0.01662628,-0.01029758,0.03530795,-0.05199102,0.0239299
38.496,-0.59543836,-2.14100258,2.298762927,-1.202538497,1.00633933,2.08928827,-0.02805232,-0.01644332,-0.01020087,0.03508849,-0.05119072,0.02348587
38.504,-0.59566085,-2.14113334,2.298681737,-1.202258727,1.0059333,2.08947421,-0.0275624,-0.01624288,-0.01009339,0.03485146,-0.05030186,0.02299155
38.512,-0.59587923,-2.14126242,2.298601457,-1.201980917,1.00553474,2.089656,-0.02702402,-0.01602498,-0.00997516,0.03459685,-0.04932442,0.02244694
38.52,-0.5960931,-2.14138969,2.298522167,-1.201705217,1.00514434,2.08983323,-0.02643719,-0.01578961,-0.00984617,0.03432465,-0.04825842,0.02185204
38.528,-0.59630209,-2.14151501,2.298443947,-1.201431767,1.00476284,2.0900055,-0.02580188,-0.01553678,-0.00970643,0.03403487,-0.04710384,0.02120686
38.536,-0.59650581,-2.14163823,2.298366887,-1.201160707,1.00439092,2.0901724,-0.02511812,-0.01526647,-0.00955592,0.0337275,-0.04586069,0.0205114
38.544,-0.59670385,-2.14175923,2.298291077,-1.200892177,1.0040293,2.09033354,-0.02438589,-0.0149787,-0.00939466,0.03340256,-0.04452898,0.01976564
38.552,-0.59689587,-2.14187785,2.298216597,-1.200626307,1.00367865,2.09048855,-0.02361985,-0.01467792,-0.0092252,0.03306175,-0.0431354,0.0189856
38.56,-0.59708185,-2.14199409,2.298143467,-1.200363207,1.003339,2.0906374,-0.02287871,-0.01438201,-0.00905781,0.03271194,-0.04178701,0.0182354
38.568,-0.59726202,-2.14210798,2.298071667,-1.200102947,1.00300991,2.09078041,-0.02216859,-0.01409282,-0.00889355,0.03235386,-0.04049501,0.01752173
